bib number,age,gender,split time (s),final time (s)
39612,53,W,8060,18372
30402,36,W,7919,18372
40998,26,M,7852,18372
44112,38,M,8513,18372
15659,25,M,6630,18373
28270,45,W,8133,18373
43157,45,M,7494,18373
35058,41,W,7234,18373
40711,41,M,7182,18374
46157,28,W,7974,18374
46316,29,M,7853,18374
25468,32,M,7246,18374
20236,60,W,7951,18375
34044,31,M,7289,18375
35412,44,W,7232,18376
30565,44,M,7833,18376
15185,45,M,7239,18376
11558,41,W,7694,18377
42266,34,W,7823,18377
46431,53,M,7407,18377
31402,54,M,7610,18377
46310,51,M,8226,18377
20591,22,W,8127,18377
42977,49,W,7711,18377
14480,20,M,7922,18377
28002,33,W,7527,18378
38812,29,W,7809,18378
16035,34,W,7434,18378
17651,46,M,7019,18378
16615,37,W,7708,18378
41516,51,M,7432,18379
49026,60,M,7713,18379
17818,42,W,8069,18379
21097,27,W,7454,18379
22568,61,W,7455,18379
21688,36,M,7631,18379
11992,24,W,6968,18380
34034,52,M,8546,18380
41187,36,M,8026,18380
11906,44,M,7677,18380
39709,37,W,7471,18380
27378,54,W,7454,18381
13724,62,M,7346,18381
29412,29,W,7583,18382
46581,46,M,8074,18382
24568,26,M,7414,18382
15850,37,W,7805,18382
15786,52,M,7816,18383
37349,31,W,7920,18383
39419,32,W,7788,18383
42634,38,M,7755,18384
18789,25,W,7496,18384
11560,29,M,7305,18385
25211,43,M,7805,18386
40393,36,W,7927,18386
26445,40,W,7686,18386
24428,51,W,7511,18386
33759,26,W,7492,18386
13494,40,W,8450,18386
30793,27,M,7900,18387
32706,50,M,7702,18387
18444,44,M,7597,18387
28660,33,M,8540,18388
49900,41,M,7539,18388
49443,58,W,7469,18388
13148,34,M,6853,18388
35100,30,W,7798,18388
15708,43,M,6863,18389
44907,49,W,8249,18389
20222,36,M,7855,18389
46274,42,M,7695,18390
13623,25,W,7294,18390
42365,21,W,7836,18390
40729,37,W,7480,18390
29763,39,W,8196,18390
43719,48,M,7830,18390
37501,40,M,7197,18390
21160,27,W,8241,18391
44091,42,W,7850,18391
10509,44,W,8203,18392
13371,35,M,7782,18392
40642,33,M,8152,18392
40999,36,M,7229,18393
49491,39,M,7937,18393
37312,24,W,7855,18394
27887,44,M,7194,18394
44282,26,M,7520,18395
43525,43,M,7001,18395
37862,29,W,7413,18395
13580,40,M,7431,18395
28772,28,M,7369,18395
49888,36,W,8051,18396
38424,55,M,7714,18397
21016,34,W,8094,18397
23821,48,W,7495,18398
15508,54,M,7605,18398
39377,71,M,7592,18399
34253,39,W,7902,18399
44271,31,W,7918,18399
25642,26,W,7315,18399
17077,40,M,8230,18399
23435,58,M,7621,18399
45440,56,M,7772,18400
40473,40,M,7754,18400
16781,29,M,7201,18400
24823,42,W,7696,18401
24730,45,M,7545,18401
19049,39,M,7473,18401
41399,42,W,8209,18401
40146,43,M,7737,18401
24201,27,W,7784,18401
47233,44,M,7644,18402
13321,23,M,7547,18402
32574,49,M,8190,18402
15814,37,M,7453,18402
25724,57,M,7001,18402
40941,65,W,7791,18403
28135,28,W,8098,18403
13872,56,W,7910,18403
16013,26,W,7972,18403
14002,44,M,8410,18403
12458,51,M,7934,18403
18097,50,W,7621,18403
44995,33,M,7712,18404
30111,26,W,7748,18404
18152,37,M,7360,18404
12611,27,W,7625,18404
25261,35,M,7360,18404
13764,25,M,7451,18404
41072,28,M,7550,18404
35999,42,M,7931,18405
37797,41,W,7463,18405
34335,29,W,7576,18405
32148,32,M,7252,18405
49319,41,M,7733,18405
37750,26,W,7485,18405
24789,49,M,8230,18406
28563,29,W,7475,18406
34906,45,W,7519,18406
37536,61,M,8167,18406
37029,41,W,7726,18406
28767,35,M,7273,18406
28470,39,M,7271,18407
37279,25,W,7762,18407
41794,27,W,8086,18407
32343,48,M,7617,18408
46487,36,W,7464,18408
31530,32,W,7811,18408
48000,42,M,7369,18409
39421,39,W,7691,18409
33650,28,W,7623,18409
28335,32,M,7125,18410
46909,50,W,7994,18410
37739,39,M,7139,18410
27390,48,M,7729,18410
24429,49,M,7617,18410
13140,40,W,7620,18410
44152,37,M,7699,18410
10357,40,M,7341,18411
40930,32,W,7617,18411
43387,34,M,7757,18411
13304,40,M,7262,18411
21559,47,M,7829,18412
14047,54,M,8086,18412
23121,54,M,7754,18412
43539,54,M,7763,18412
45775,25,W,8018,18412
10555,43,W,7791,18412
46114,39,M,7817,18413
31962,58,W,7704,18413
49906,32,W,7965,18413
23766,46,M,8093,18414
38339,35,W,7694,18414
49625,34,M,7535,18414
43045,51,M,7209,18414
41290,38,M,7653,18414
11549,25,M,7747,18414
35708,23,M,7607,18415
28220,26,M,7605,18415
42279,46,W,7349,18415
31620,27,W,8086,18415
27562,24,W,7766,18416
22818,47,M,8805,18416
37026,51,M,7214,18416
20502,28,M,7690,18417
33421,23,W,8164,18417
47377,28,M,7373,18417
27826,53,M,8108,18417
18892,25,W,7430,18418
28375,37,M,7600,18418
14663,42,M,7246,18418
25153,34,M,7187,18418
35699,24,M,7676,18418
33526,70,M,8623,18418
43435,47,M,7476,18419
40808,36,M,7459,18419
35789,46,W,8430,18419
29038,29,W,7661,18420
45134,31,W,7348,18420
46307,43,W,7980,18420
23410,45,W,8783,18421
26115,36,M,7941,18422
31619,28,W,8290,18422
17706,26,M,7029,18422
42862,23,W,7548,18422
21174,44,W,7476,18422
28505,41,W,7847,18423
48278,71,M,8001,18423
28566,32,M,7564,18423
13491,29,M,7846,18424
10053,47,M,7692,18424
24834,60,M,7373,18424
29391,42,M,7938,18424
36287,59,M,7817,18424
42889,45,M,7089,18424
45564,53,M,7089,18424
22070,46,M,7611,18425
44528,34,W,7722,18425
42517,25,M,7417,18425
31983,31,M,7475,18425
11723,58,M,7637,18425
49103,30,W,7041,18425
42941,21,W,7453,18425
34911,64,M,7537,18425
31062,48,W,7462,18427
17966,30,M,7167,18427
28631,59,M,8243,18427
30413,42,M,8003,18428
10205,43,M,7774,18428
44369,21,M,7777,18428
46638,33,W,7743,18429
31448,40,W,7386,18429
47275,35,W,8102,18429
46839,29,W,7051,18430
28332,51,M,7303,18430
16044,43,M,7018,18430
45697,51,W,7884,18430
35332,32,M,7526,18430
17094,57,M,7432,18430
47160,40,W,7764,18431
41856,37,M,8002,18432
26786,26,W,8119,18432
25586,29,W,8133,18432
34331,30,M,6513,18433
17760,35,W,7937,18434
38991,36,M,7992,18434
12840,43,W,8179,18434
44619,33,W,7523,18434
34053,32,M,8200,18435
33019,36,M,6983,18435
48487,44,M,7851,18435
24397,60,M,8093,18435
43039,38,W,7784,18436
15393,57,W,7811,18436
22109,39,M,7676,18436
22124,51,W,7658,18437
39719,25,M,7942,18437
18440,35,M,8221,18438
41379,45,W,7719,18438
19920,40,W,8678,18438
11080,55,W,7555,18439
42811,58,M,7783,18439
16004,45,M,7487,18439
11979,38,W,7734,18439
41300,30,M,7879,18439
37545,26,W,7569,18439
30680,50,W,7769,18440
31847,45,M,7542,18440
20335,54,M,7661,18440
39451,38,M,7638,18440
29168,50,M,7455,18441
47961,34,W,7945,18441
22885,27,M,7002,18441
12292,23,W,7254,18441
10107,61,M,8694,18442
18238,61,M,8003,18442
36272,32,W,7752,18442
38300,45,W,7713,18443
14347,49,M,8055,18443
25970,42,W,7640,18443
11733,46,M,7533,18443
42170,29,W,7610,18443
29443,44,M,7362,18443
47693,45,M,7444,18444
22403,40,W,7883,18444
18041,51,M,7978,18444
24141,43,W,7887,18444
23664,34,M,7311,18444
13703,29,M,7607,18445
39045,38,W,8310,18445
40438,53,M,8227,18445
17722,50,W,7717,18446
39982,29,W,7537,18446
37818,29,M,7187,18446
20247,43,M,7291,18446
25338,29,W,7830,18446
36882,55,W,8102,18446
13508,51,M,7315,18446
37691,40,M,7040,18446
11899,52,M,8242,18447
30413,38,M,7216,18447
26528,47,M,8563,18447
47173,52,M,7460,18447
21747,58,M,8024,18447
10326,26,W,8057,18448
48414,53,M,7862,18448
17491,58,M,7664,18448
48242,61,M,7034,18449
29965,31,M,7477,18449
19631,57,M,7825,18449
27146,46,M,8084,18449
37028,46,W,7868,18449
14579,52,M,7272,18450
40729,22,W,7942,18450
18302,43,M,6928,18450
27039,27,W,7601,18450
40575,43,W,7740,18451
12664,49,W,7411,18451
39851,37,M,7555,18451
17509,41,W,7430,18451
44190,22,W,8369,18451
31122,48,M,7571,18452
37740,40,M,6973,18452
36059,46,W,7953,18452
41904,38,M,7816,18452
47251,45,W,8069,18453
45683,47,M,7604,18453
13207,49,M,7716,18453
18038,33,W,7993,18453
21406,38,M,7856,18453
26841,31,W,8082,18454
24771,61,W,7581,18455
43560,41,M,7480,18455
20590,43,M,7140,18455
41059,43,W,7671,18455
31355,43,M,7085,18455
40026,44,M,6478,18456
30141,32,W,7934,18456
17757,54,W,7940,18457
18249,54,W,7600,18457
49857,42,M,7828,18457
40419,44,M,7518,18457
24049,29,M,7645,18458
25254,40,W,8304,18458
33839,42,W,7685,18458
10420,39,W,8076,18459
28902,17,M,8052,18459
25655,44,M,7583,18459
17793,49,M,8267,18459
31086,35,W,7703,18459
46353,40,W,8357,18460
38636,30,W,7785,18460
32082,25,W,7738,18461
22896,30,M,7123,18461
18008,53,M,7424,18461
17842,51,M,8052,18461
37615,58,M,8341,18462
23228,40,M,8015,18462
43358,51,M,8107,18463
19234,47,W,7926,18464
23835,49,W,7691,18464
43443,24,W,8287,18464
40153,47,M,7911,18464
41992,35,M,7313,18464
40228,28,W,8115,18464
31218,30,W,7972,18464
27916,24,W,7514,18464
20639,61,M,7161,18464
16504,39,W,8072,18464
16182,52,W,8133,18465
18712,64,M,8054,18465
25463,52,M,7953,18465
36341,40,W,7576,18465
36183,53,M,7836,18465
12794,35,W,7910,18466
34212,55,W,7594,18466
42487,19,M,8627,18466
31754,34,W,7693,18466
46351,76,M,8119,18466
28998,38,W,7561,18467
39397,62,M,7701,18467
20857,39,W,7548,18468
31812,43,M,7174,18468
46479,36,W,8475,18468
37113,38,W,7645,18469
12202,39,M,8422,18469
38852,47,M,7868,18469
18932,35,M,7622,18470
20446,49,M,7650,18470
43739,40,W,7756,18470
31798,41,W,8105,18470
46661,35,W,8062,18470
12351,53,W,7947,18470
25893,29,M,7649,18470
14468,31,M,7407,18471
22991,33,M,8039,18471
20539,52,M,7751,18471
10488,44,W,7763,18472
14819,50,M,7939,18472
49751,64,M,7634,18472
13621,41,M,7392,18472
10503,27,W,8289,18473
32630,53,M,7985,18473
45129,40,W,7935,18473
34910,35,M,6865,18474
47428,40,W,8271,18474
34101,35,M,8049,18475
30407,51,M,9637,18475
26437,38,M,8309,18475
19843,46,M,7534,18475
43504,38,M,8095,18475
12735,40,W,7525,18476
43596,61,M,7610,18476
45997,25,W,7272,18476
13722,30,W,8289,18476
28133,61,M,7812,18477
26129,30,M,7469,18477
24014,24,M,7605,18477
11613,39,W,8499,18478
17387,49,M,7451,18478
49228,35,M,7020,18478
23734,29,M,7413,18478
43119,26,M,7795,18480
34224,55,M,7341,18481
19216,40,M,8420,18482
36116,50,W,7707,18482
41886,48,M,7971,18483
43232,58,M,7790,18483
31502,24,M,7650,18484
14204,29,M,7242,18484
44908,43,W,7849,18484
42331,40,M,7713,18484
43962,42,W,7888,18485
38915,30,M,7680,18485
15316,39,W,7964,18486
23645,31,M,7738,18486
28411,49,W,7693,18486
26856,43,M,7319,18487
43236,44,M,7485,18488
35834,53,M,7723,18488
19022,26,W,7747,18488
15172,45,W,7739,18489
20808,60,M,8065,18489
19607,30,M,7589,18489
28133,33,M,7823,18489
13026,61,M,7682,18489
36150,40,W,7352,18489
13919,55,W,7737,18489
28528,46,W,8018,18490
40476,69,M,7478,18490
11400,40,M,8067,18490
31750,29,W,8306,18490
19218,44,M,7623,18490
23183,31,W,7787,18491
14031,31,M,8086,18491
11900,30,M,8014,18491
11341,34,M,7959,18492
13767,38,W,7935,18492
13559,34,W,8097,18493
23658,18,W,7400,18493
13144,64,W,8471,18493
38096,41,M,7719,18494
17444,43,M,7116,18494
34041,58,M,7383,18494
41447,42,M,7870,18495
21925,43,W,7856,18495
44759,32,W,8088,18495
29070,51,W,7369,18495
24626,32,W,7820,18495
21235,24,M,7491,18495
13162,44,M,7988,18496
48063,63,M,7434,18496
17579,27,M,7909,18496
49101,30,W,7754,18497
26148,46,M,7917,18497
27570,31,W,7437,18498
41847,52,W,7852,18498
31643,29,M,8081,18498
38654,47,W,7999,18498
23722,55,M,8655,18498
15929,47,M,6864,18499
28470,35,M,7492,18499
49149,38,M,8038,18499
36517,33,M,7640,18499
10821,47,M,7842,18499
16122,48,M,7688,18500
22730,39,M,7919,18500
44123,59,M,6796,18500
48028,38,M,7451,18500
35343,43,W,6843,18501
12617,37,M,7765,18501
12300,42,W,7841,18501
10740,61,W,8146,18502
30340,62,M,7495,18502
39742,63,M,7737,18502
10512,30,W,7807,18502
34172,29,W,7589,18503
43160,29,M,7894,18503
29765,38,W,8256,18503
47623,40,W,7913,18503
19436,41,M,7219,18503
48126,25,W,8016,18504
24420,33,M,7988,18504
29625,27,W,7152,18504
13129,74,M,8061,18504
23928,48,W,7625,18504
11010,43,M,6851,18504
43125,39,M,7542,18505
10191,53,W,7115,18505
21572,40,M,7328,18505
32453,49,M,7682,18505
22893,55,M,7814,18506
30105,53,M,7654,18506
20934,33,M,7534,18506
18101,38,M,8042,18507
16932,37,M,7951,18507
27366,45,W,8141,18507
48017,41,M,7977,18507
47470,60,W,7215,18507
43526,29,W,7187,18507
17398,33,W,7454,18508
20608,52,W,7554,18508
49625,47,M,7563,18508
36224,40,W,7854,18508
29560,30,M,7477,18508
43462,44,W,7389,18508
26802,33,W,7935,18509
11154,40,M,7376,18509
20107,39,M,7622,18509
22300,55,W,8004,18509
35563,32,M,7669,18510
37167,43,M,8432,18510
24016,45,M,7628,18510
27017,26,M,7312,18511
18696,39,W,8027,18511
49477,43,M,7143,18511
10710,28,W,7628,18511
24348,44,M,7918,18512
26022,49,W,8063,18512
16807,36,M,7406,18513
44311,58,M,7932,18513
20605,57,M,7909,18513
10142,24,W,7928,18513
18298,34,W,7924,18513
15742,44,M,7612,18514
24364,30,M,7311,18514
41941,30,M,6724,18514
35884,51,W,8363,18514
45174,46,M,7778,18515
46051,51,M,7538,18515
42627,52,M,7927,18515
20105,50,W,7725,18516
37760,39,M,7146,18516
31506,36,M,7034,18516
49306,48,M,7936,18516
30451,34,W,8002,18516
29461,48,M,7557,18516
21919,29,W,8165,18517
48734,34,W,8202,18517
46801,47,M,7283,18517
39364,27,M,8311,18517
11964,48,M,7749,18517
10349,66,M,7765,18518
22351,36,M,7648,18518
24231,31,M,7632,18518
27065,57,M,7521,18519
14375,45,W,7677,18519
26764,41,M,8151,18519
12634,39,W,7836,18520
47598,59,W,7304,18520
12876,31,W,7839,18521
13705,37,M,7488,18521
31277,37,W,7514,18521
27746,65,M,8532,18521
20662,33,W,7654,18522
31152,44,M,7529,18522
22638,33,W,7865,18522
30775,33,M,6904,18522
43896,37,M,7353,18522
41534,36,M,7688,18523
36635,40,M,7746,18523
17385,49,W,7965,18523
26156,55,W,8074,18523
46677,43,M,7292,18524
36925,32,W,7856,18524
34573,37,W,7432,18524
12124,60,M,7657,18525
25348,26,W,8341,18525
10682,40,M,7251,18525
31019,45,M,7267,18525
49737,45,W,7720,18525
26797,54,M,6918,18525
44260,42,W,7833,18526
44608,39,M,7766,18526
20259,30,W,7753,18526
36543,46,M,6846,18527
27789,51,M,8317,18527
12051,32,W,7827,18528
25739,25,W,8189,18528
27757,33,M,7592,18528
26079,49,M,7227,18528
35784,41,M,7975,18528
43137,39,W,7992,18528
49708,41,W,7790,18528
32617,63,M,7793,18529
33879,29,W,7512,18531
49414,43,W,8103,18532
44923,39,M,8658,18532
14107,50,W,8174,18532
47203,24,W,8439,18533
39798,37,M,8437,18533
42334,32,M,7862,18533
38550,64,M,8162,18533
34053,45,M,6938,18533
48697,32,M,7509,18533
33697,33,W,7691,18534
27368,49,M,8175,18534
46687,57,M,7200,18534
32383,40,W,7927,18534
24562,40,M,8077,18534
47011,53,M,7933,18535
19007,41,W,7245,18535
16027,25,W,7712,18536
36518,28,W,6474,18536
32244,48,M,7274,18537
12734,45,W,8088,18538
22511,46,M,7882,18538
42157,51,M,7988,18538
27482,52,M,7441,18538
24239,43,M,7584,18538
11409,52,M,8105,18538
43548,37,M,8081,18538
20918,34,M,7021,18539
19929,58,W,7823,18539
39334,39,W,7054,18539
33190,33,M,7564,18540
26113,58,M,7803,18540
23028,42,M,7226,18541
48529,29,W,7613,18541
27724,48,M,7945,18541
36590,27,M,7870,18541
40557,23,M,7597,18541
32954,53,M,8171,18541
32773,44,M,7892,18542
27523,55,M,7964,18543
12289,50,W,8054,18543
22483,42,W,7904,18543
24098,50,W,8330,18543
34265,44,W,7837,18544
42288,51,M,7274,18544
19191,27,W,7923,18544
43456,46,M,8329,18544
22963,44,W,7685,18544
12540,59,M,7570,18544
35346,40,W,7729,18545
12309,45,W,7897,18545
35048,51,M,7559,18545
19855,32,M,7642,18545
14629,45,M,7648,18546
19555,28,M,7733,18546
43902,32,M,7579,18546
34067,48,M,7603,18546
13684,55,M,8053,18546
45774,38,M,7819,18547
16204,22,M,7814,18547
19267,42,W,7586,18547
13718,31,M,7530,18547
15785,43,W,8084,18547
49864,44,W,7797,18548
23876,34,M,7507,18549
37066,43,M,8688,18549
34422,24,W,7654,18549
31576,31,W,7652,18549
17930,29,W,7719,18549
12543,45,M,7173,18549
43491,30,M,8026,18550
44147,34,M,7761,18550
47880,55,W,7983,18550
49533,48,M,7309,18551
13481,30,W,7350,18551
16524,41,M,8440,18552
45352,25,W,8006,18552
18560,64,M,8129,18552
37983,36,W,7725,18552
34525,21,W,7860,18553
24489,45,M,8159,18553
31168,28,M,7746,18554
16864,31,W,8005,18554
31862,28,W,7929,18554
28531,53,M,7558,18555
49133,41,W,7963,18555
43576,24,W,7756,18556
45197,44,W,7777,18556
49071,49,M,7666,18556
18450,41,W,7349,18556
14510,45,M,7934,18557
46463,36,M,7842,18557
14953,32,W,7754,18557
43394,36,M,7508,18558
21306,31,M,7430,18558
46070,30,W,7919,18558
27449,54,W,7295,18559
32336,31,W,7529,18559
14512,42,W,7852,18560
15239,45,M,7728,18560
25270,38,W,7855,18560
36963,32,W,8133,18560
37067,36,W,7699,18561
10781,39,M,7667,18561
40019,50,M,7780,18561
16546,40,W,7931,18562
13110,39,W,8199,18562
32405,46,M,8373,18563
35957,51,M,7508,18564
13971,45,M,7313,18564
35667,48,W,7808,18565
42039,50,W,7704,18566
24990,45,W,7831,18566
48402,26,M,7682,18566
24556,44,M,8932,18567
13106,29,W,7712,18567
11902,30,M,7609,18567
27362,43,M,8498,18567
16481,32,M,7624,18568
14967,54,M,7149,18568
45213,30,M,8502,18569
18371,41,W,7690,18569
15132,34,M,7463,18569
27924,46,M,7664,18570
27584,40,M,7557,18570
40956,31,W,7884,18570
19980,38,W,7873,18571
44823,27,W,7617,18571
48821,47,M,7639,18571
19580,36,M,8179,18572
15759,22,W,8136,18572
24462,39,M,8394,18572
46148,26,M,7603,18572
15004,38,M,7816,18572
21860,40,M,7477,18572
42569,48,M,7090,18572
40637,25,W,8264,18573
17083,31,M,7490,18573
19681,38,W,7661,18573
11842,36,M,6651,18573
33305,49,M,7376,18573
14126,22,M,7782,18574
32632,32,M,8160,18574
23074,42,M,7486,18574
43880,46,W,7602,18574
36055,45,M,8831,18574
38984,57,M,7871,18575
28976,29,M,8367,18575
31940,36,M,7666,18575
14592,45,M,7948,18576
21274,29,M,7636,18576
41971,41,W,7927,18576
18868,39,M,7258,18577
41733,38,M,7913,18577
35374,33,M,7713,18577
18863,42,M,7034,18577
33734,40,M,7634,18577
44799,47,M,7779,18578
48357,24,M,7735,18578
37839,32,M,7171,18579
14718,32,M,7475,18579
13064,38,M,7867,18580
20937,47,M,8051,18580
35145,28,W,8537,18580
14231,45,W,7702,18581
40032,46,M,8806,18581
11167,47,W,7736,18581
14454,49,M,7536,18581
36242,22,W,7862,18581
33397,59,M,7811,18582
34712,32,W,7842,18582
30610,41,W,7736,18582
32440,50,M,8626,18582
27421,56,W,7685,18582
38504,40,M,7776,18582
28224,40,W,7801,18583
23576,52,W,8336,18583
16873,27,W,7954,18583
33704,50,W,7387,18583
16519,43,M,7730,18583
21569,39,W,7557,18583
33065,31,W,7534,18584
47871,32,M,7695,18584
27310,54,M,7707,18584
31492,36,M,7651,18584
17318,53,M,8415,18585
10368,41,W,7814,18585
26499,44,M,7777,18586
14371,50,W,7922,18586
41322,26,W,7655,18587
15159,37,M,7547,18587
22765,39,M,7835,18588
36903,43,M,7630,18588
45999,29,W,7736,18588
26888,68,M,7602,18588
35104,28,W,7948,18588
43715,40,M,8286,18589
33741,25,M,7867,18589
45815,39,M,8106,18589
11585,49,W,8073,18589
23986,41,M,7696,18590
16885,39,M,7998,18591
11558,21,M,8016,18591
34420,32,W,7674,18592
30441,41,M,7789,18592
22311,48,W,7851,18592
37627,53,W,7701,18593
10603,26,W,7846,18593
43964,30,W,7574,18593
19367,43,W,8162,18593
10990,41,W,8200,18593
31818,39,M,7557,18593
15366,41,W,7726,18593
21007,27,M,7720,18593
19866,52,M,8424,18593
40869,44,M,7800,18593
23998,43,M,7607,18593
46110,46,W,8213,18594
33131,53,M,7732,18594
34430,39,M,7723,18594
38942,54,M,7779,18594
39528,22,W,7848,18595
11675,33,M,6982,18595
24227,42,M,8303,18595
21068,30,W,7828,18596
30175,42,M,7455,18596
34698,43,M,7437,18596
13565,26,W,8213,18596
27571,44,W,7864,18597
25970,20,M,7589,18597
25436,32,W,8365,18597
18025,42,W,7950,18597
39919,48,W,7714,18598
49975,42,M,8019,18598
36642,63,M,7759,18598
43322,39,W,8061,18598
27449,48,M,7329,18599
12128,30,M,7689,18599
41379,31,M,7822,18599
43978,43,M,7668,18599
33754,66,M,6975,18599
42927,49,W,8105,18600
14766,60,M,7623,18600
11863,39,M,7622,18600
44933,53,W,7793,18600
44149,56,M,7459,18600
31101,38,M,7116,18601
47533,29,W,7922,18601
12401,55,M,7295,18601
12958,34,M,7761,18602
42130,32,W,8088,18602
45078,51,M,8015,18602
12828,51,M,7342,18603
15488,30,W,7849,18603
44014,58,M,8378,18603
44308,33,M,7352,18603
38926,34,W,7510,18603
20668,45,M,7676,18604
42712,39,M,7537,18604
12080,28,M,7701,18604
12128,57,M,7662,18604
45405,27,W,7630,18605
36521,47,M,7478,18605
46754,54,W,7784,18605
21068,50,M,7790,18605
14827,61,M,8369,18606
33869,42,M,8088,18606
17154,26,W,7743,18606
21638,28,M,7473,18606
35408,35,W,8659,18606
39208,49,M,7875,18607
15835,33,M,7421,18607
10044,36,M,7687,18607
22896,33,W,8111,18608
11573,47,M,7172,18608
15920,50,W,8889,18608
29542,36,W,7817,18608
44852,49,M,7781,18608
21680,66,M,7542,18608
10632,58,M,7796,18609
28179,51,M,8032,18609
31113,31,W,7543,18609
24677,47,W,7739,18609
46773,52,M,7603,18610
48121,37,W,7793,18610
12377,34,M,7521,18610
34841,41,W,8833,18611
17539,55,M,7529,18611
47343,44,M,7942,18611
27146,51,W,7871,18611
22939,33,W,7738,18612
11637,67,M,7796,18612
44763,53,M,7447,18612
49416,72,M,7444,18612
21769,49,W,7972,18613
43020,28,M,7169,18613
47151,54,M,7838,18613
40048,38,M,7568,18613
39888,49,W,7997,18613
45968,28,W,7160,18614
31430,59,M,7611,18614
47441,45,M,7477,18614
33165,23,W,8215,18615
31746,37,M,7907,18615
41974,30,M,7730,18615
42873,40,M,7998,18615
22060,35,W,7412,18615
23911,51,M,7506,18615
13635,51,M,7954,18615
29800,58,M,8244,18616
11004,47,M,7399,18616
48573,28,W,8141,18616
45167,55,M,8095,18617
36579,35,M,7534,18617
12819,45,M,7800,18617
33331,65,M,7324,18618
29003,54,W,7408,18618
13744,27,M,7969,18619
40639,43,W,7644,18620
16187,41,W,7401,18620
30022,55,M,7355,18620
19500,30,M,7525,18620
37941,35,M,7169,18621
11624,27,W,8017,18621
11352,37,M,6912,18621
21910,51,M,7919,18622
46707,30,W,7160,18622
11070,31,W,8183,18623
19237,29,W,8213,18623
42561,46,W,8523,18623
29737,21,M,7891,18624
38475,36,W,7861,18624
12128,40,W,8110,18624
39403,46,W,8085,18624
33138,41,W,7969,18624
17610,28,W,7886,18625
14932,37,W,7613,18626
20069,35,M,8226,18626
40759,49,M,7957,18626
41174,31,M,7878,18626
30272,23,W,8052,18626
19742,47,M,7490,18626
39846,25,W,7007,18627
28861,20,W,7318,18627
47028,36,M,7556,18627
25352,54,W,7536,18627
34193,37,W,7805,18627
46872,54,M,8185,18628
33281,42,M,7386,18628
22924,58,M,8508,18629
11549,32,M,8566,18629
45912,37,M,7975,18630
44425,54,M,7518,18630
25547,43,M,7255,18630
15639,29,W,8142,18631
45011,36,M,7962,18631
32693,41,M,7493,18632
25114,45,M,7644,18632
44360,46,M,7939,18632
14619,59,W,8510,18633
13621,36,M,7830,18633
38561,32,W,7664,18633
48168,27,M,7407,18633
30829,49,M,7732,18633
30258,50,M,7595,18634
25637,46,M,6660,18634
35855,49,M,7429,18634
43126,46,W,8205,18635
33717,33,M,7906,18635
44852,39,W,7900,18636
11361,42,M,7763,18637
45810,29,W,7862,18637
22694,54,M,7886,18638
24083,62,M,7732,18638
44195,31,W,8017,18638
10976,32,W,7852,18638
13158,45,M,7520,18638
30475,38,W,7741,18638
23212,26,M,7809,18638
14082,50,M,7667,18639
37957,43,W,7778,18639
32893,40,M,8468,18640
42707,42,W,8627,18640
48823,61,M,8030,18640
10814,54,W,7876,18640
31106,23,W,7379,18640
26955,27,M,7644,18641
15148,38,M,7264,18641
38953,41,M,8264,18641
17969,44,W,7857,18642
24990,26,W,7732,18642
27082,32,M,8088,18642
32398,33,W,8489,18642
34906,29,M,8216,18643
30039,51,M,8274,18643
21802,48,M,8644,18643
15620,38,M,7756,18643
15330,42,W,7693,18644
23145,45,M,7958,18644
17512,60,M,7978,18644
35592,40,W,8231,18645
24731,30,M,7828,18645
45150,41,W,8128,18645
23404,38,M,7467,18645
46052,42,W,7706,18645
25963,37,M,7141,18645
18449,32,M,7364,18646
18650,35,M,7963,18646
43610,44,M,7781,18646
16964,29,M,7860,18646
21394,28,W,7730,18646
32197,59,M,7720,18647
23676,51,M,7630,18647
34897,23,M,7973,18647
40534,61,M,7865,18648
48106,41,M,7432,18648
38238,34,W,7974,18649
30901,34,M,8049,18649
33667,40,W,7759,18650
35455,45,W,8002,18650
49492,31,W,7451,18650
44981,26,W,8118,18651
31541,28,W,7958,18651
17297,59,M,6966,18651
40720,36,M,8182,18651
23896,32,M,7774,18651
38059,32,W,7649,18651
42243,49,M,7839,18651
48642,37,W,8146,18651
37051,42,W,7990,18652
20688,24,M,7907,18652
14167,37,M,8001,18653
31641,57,M,7284,18653
31599,60,M,7583,18653
21347,38,M,7886,18653
30591,61,M,8040,18653
43588,36,M,7477,18653
36743,46,W,6906,18654
19131,43,W,8111,18655
44616,51,W,8419,18655
38027,31,W,7656,18655
30019,39,M,7429,18655
27090,48,W,7462,18656
41344,26,W,7961,18656
34486,55,M,7865,18656
25674,34,W,7634,18657
35458,43,M,7474,18657
26275,20,M,7855,18657
24280,47,M,8039,18657
24812,54,M,7639,18658
26782,44,M,7766,18658
37366,36,M,6672,18658
33289,58,M,7736,18659
18865,31,W,8665,18659
20023,38,M,7787,18659
46354,29,M,7958,18659
17575,30,W,7562,18659
21669,34,M,8600,18660
14293,39,M,7633,18660
19008,42,W,7584,18661
27408,37,W,7908,18661
24555,32,M,8346,18661
19855,41,W,8108,18661
45677,50,M,7465,18661
30649,39,W,7821,18662
40795,48,W,8103,18662
30558,48,M,7522,18662
27902,25,W,7425,18663
48741,30,M,6970,18663
23866,40,M,7851,18664
